PROVISIONAL ,,,,,,,,,,,,,,,,
AREFNO,Borough,Boro,Latitude,Longitude,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,CasualtyCount,Casualty Severity,Ped Location,Ped Movement,Mode of Travel
1200239580,Lambeth,9,51.43473932,-0.12834019,530196,172299,1,3 Pedestrian,2 Female,60+,67,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200239628,Brent,28,51.56713751,-0.32149717,516433,186697,1,1 Driver/Rider,2 Female,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239708,Hounslow,25,51.4323229,-0.41317742,510404,171563,1,1 Driver/Rider,1 Male,60+,71,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239743,Merton,22,51.40725621,-0.16355474,527825,169181,1,2 Passenger,2 Female,60+,63,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200239744,Kingston-Upon-Thames,23,51.36322716,-0.30307593,518235,164051,1,1 Driver/Rider,1 Male,60+,62,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200239761,Westminster,1,51.51944365,-0.15627855,528017,181669,2,2 Passenger,1 Male,60+,82,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200239773,Greenwich,6,51.46639047,0.03589057,541513,176123,1,1 Driver/Rider,1 Male,60+,64,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,7 Goods Vehicle
1200239835,Brent,28,51.55205299,-0.29996814,517964,185054,1,3 Pedestrian,1 Male,60+,64,1,3 Slight,04 Crossing Road Within 50M Xing,3 From Drivers O/Side,1 Pedestrian
1200239881,Harrow,29,51.59657748,-0.2859755,518818,190028,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200240008,Waltham Forest,13,51.58949598,-0.02908846,536631,189689,1,1 Driver/Rider,2 Female,60+,61,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200240015,Haringey,31,51.57722232,-0.12513367,530013,188149,1,1 Driver/Rider,1 Male,60+,62,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200240042,Islington,3,51.53463248,-0.10715902,531381,183445,1,2 Passenger,1 Male,60+,64,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200240042,Islington,3,51.53463248,-0.10715902,531381,183445,2,1 Driver/Rider,1 Male,60+,64,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,5 Taxi
1200240062,Southwark,8,51.49174034,-0.04597012,535752,178787,1,1 Driver/Rider,2 Female,60+,71,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200240179,Southwark,8,51.47631122,-0.09363334,532488,176984,1,2 Passenger,2 Female,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200240205,Tower Hamlets,5,51.51113155,-0.05750526,534894,180922,1,2 Passenger,2 Female,60+,83,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200240229,Bexley,18,51.43018621,0.08745255,545209,172198,1,3 Pedestrian,2 Female,60+,72,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200240231,Brent,28,51.56007919,-0.25252167,521232,186024,1,1 Driver/Rider,1 Male,60+,61,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,5 Taxi
1200240296,Greenwich,6,51.47072568,0.05491797,542821,176642,1,3 Pedestrian,1 Male,60+,63,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200240302,Lambeth,9,51.4713827,-0.11249988,531192,176402,1,3 Pedestrian,1 Male,60+,63,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200240342,Barking & Dagenham,16,51.54085608,0.07663626,544108,184483,3,1 Driver/Rider,1 Male,60+,60,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,9 Private Hire
1200240416,Tower Hamlets,5,51.50938163,-0.02114812,537422,180795,1,1 Driver/Rider,1 Male,60+,84,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200240444,Barnet,30,51.63233924,-0.14283128,528631,194247,1,1 Driver/Rider,2 Female,60+,84,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200240446,Hounslow,25,51.49289074,-0.26065409,520846,178539,1,3 Pedestrian,2 Female,60+,93,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200240453,Southwark,8,51.47367633,-0.09308079,532534,176692,1,3 Pedestrian,2 Female,60+,68,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200240511,Croydon,20,51.37470594,-0.0927853,532841,165687,1,3 Pedestrian,2 Female,60+,74,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200240565,Enfield,32,51.62983868,-0.09731824,531788,194050,1,3 Pedestrian,1 Male,60+,60,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200240640,Bexley,18,51.48131576,0.17087346,550839,178052,1,1 Driver/Rider,2 Female,60+,65,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200240673,Hounslow,25,51.49280941,-0.41215953,510329,178291,1,2 Passenger,2 Female,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200240695,Camden,2,51.53742833,-0.14028087,529076,183697,1,3 Pedestrian,1 Male,60+,75,1,2 Serious,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200240703,Westminster,1,51.53324655,-0.17173961,526906,183177,1,2 Passenger,1 Male,60+,68,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200240768,Redbridge,14,51.57224782,0.0767385,544016,187974,1,1 Driver/Rider,1 Male,60+,77,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200240777,Southwark,8,51.48920064,-0.08662819,532937,178430,1,3 Pedestrian,1 Male,60+,61,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200240798,Bromley,19,51.35941119,0.06981262,544205,164293,1,3 Pedestrian,2 Female,60+,87,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian
1200240801,Redbridge,14,51.5971644,0.03943837,541354,190672,1,1 Driver/Rider,2 Female,60+,61,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200240816,Ealing,27,51.51903642,-0.27128981,520039,181429,1,1 Driver/Rider,1 Male,60+,69,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200240850,Hounslow,25,51.46676052,-0.36264479,513831,175470,1,1 Driver/Rider,1 Male,60+,66,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200240872,Redbridge,14,51.57612659,0.04070472,541507,188335,1,2 Passenger,2 Female,60+,65,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200240897,Newham,17,51.54700938,0.03184434,540983,185080,1,3 Pedestrian,1 Male,60+,89,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200240914,Redbridge,14,51.58788291,0.03949906,541387,189640,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200240926,Ealing,27,51.53362872,-0.35047028,514509,182925,1,3 Pedestrian,2 Female,60+,64,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200240985,Barking & Dagenham,16,51.56135514,0.14979549,549114,186909,1,2 Passenger,2 Female,60+,79,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200240990,Hackney,4,51.55523501,-0.07462531,533577,185795,1,3 Pedestrian,2 Female,60+,79,1,1 Fatal,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200241030,Hackney,4,51.55598897,-0.07782485,533353,185873,1,3 Pedestrian,2 Female,60+,60,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200241104,Tower Hamlets,5,51.51180125,-0.0281195,536931,181051,1,2 Passenger,2 Female,60+,69,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200241147,Havering,15,51.6072635,0.25898169,556524,192242,2,1 Driver/Rider,1 Male,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200241333,Richmond-Upon-Thames,24,51.476745,-0.27684955,519764,176717,1,1 Driver/Rider,1 Male,60+,67,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200241361,Kensington & Chelsea,12,51.50192362,-0.18728748,525914,179667,1,1 Driver/Rider,1 Male,60+,61,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200241376,Newham,17,51.54889078,0.00510075,539123,185238,1,1 Driver/Rider,1 Male,60+,69,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200241389,Haringey,31,51.60767731,-0.06575091,534038,191643,1,3 Pedestrian,2 Female,60+,60,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200241396,Enfield,32,51.63750164,-0.13607368,529084,194833,1,3 Pedestrian,2 Female,60+,64,1,2 Serious,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian
1200241407,Barnet,30,51.58176191,-0.24478976,521710,188448,1,3 Pedestrian,2 Female,60+,67,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200241434,Wandsworth,10,51.45207179,-0.21626361,524038,174074,1,1 Driver/Rider,1 Male,60+,65,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200241445,Croydon,20,51.37850422,-0.10295948,532122,166091,1,3 Pedestrian,2 Female,60+,62,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200241446,Waltham Forest,13,51.56750116,0.01060888,539448,187318,1,2 Passenger,1 Male,60+,85,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200241456,Wandsworth,10,51.42808077,-0.16795637,527461,171489,1,2 Passenger,2 Female,60+,71,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200241462,Enfield,32,51.67991551,-0.03388731,536028,199735,1,1 Driver/Rider,1 Male,60+,92,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200241496,Kensington & Chelsea,12,51.50209192,-0.19003285,525723,179681,1,3 Pedestrian,2 Female,60+,66,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200241497,Croydon,20,51.41995716,-0.08837039,533017,170727,1,3 Pedestrian,1 Male,60+,63,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200241535,Lewisham,7,51.42912566,-0.01403067,538158,171884,1,3 Pedestrian,1 Male,60+,60,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200241549,Richmond-Upon-Thames,24,51.4322216,-0.34158118,515381,171662,1,1 Driver/Rider,1 Male,60+,65,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200241656,Bromley,19,51.37333308,0.07483648,544511,165851,1,1 Driver/Rider,2 Female,60+,71,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200241659,Barnet,30,51.61724187,-0.27553427,519487,192343,1,3 Pedestrian,1 Male,60+,67,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200241667,Richmond-Upon-Thames,24,51.41225824,-0.35816473,514278,169416,1,1 Driver/Rider,1 Male,60+,65,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200241694,Southwark,8,51.48967798,-0.07897362,533467,178497,1,1 Driver/Rider,1 Male,60+,65,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200241736,Havering,15,51.57630429,0.21015028,553247,188696,1,1 Driver/Rider,2 Female,60+,77,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200241771,Hounslow,25,51.4654044,-0.36341316,513781,175318,1,3 Pedestrian,1 Male,60+,60,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200241822,Barnet,30,51.59154565,-0.25082273,521266,189526,1,3 Pedestrian,2 Female,60+,88,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200241828,Bromley,19,51.43737869,0.04317617,542109,172911,1,3 Pedestrian,2 Female,60+,73,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200241851,Wandsworth,10,51.45808811,-0.18113589,526462,174803,1,1 Driver/Rider,2 Female,60+,67,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200241872,Tower Hamlets,5,51.51480237,-0.06413751,534423,181318,1,3 Pedestrian,1 Male,60+,66,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200241887,Hounslow,25,51.47986069,-0.35736572,514165,176935,1,1 Driver/Rider,2 Female,60+,79,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200241904,Islington,3,51.52793798,-0.09028057,532571,182731,1,3 Pedestrian,2 Female,60+,85,1,3 Slight,08 In Centre Of Carriageway,3 From Drivers O/Side,1 Pedestrian
1200241934,Southwark,8,51.46191502,-0.06954417,534203,175427,1,3 Pedestrian,2 Female,60+,65,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200241957,Camden,2,51.5370623,-0.14101678,529026,183655,2,3 Pedestrian,1 Male,60+,60,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200242021,Ealing,27,51.51032838,-0.3231245,516465,180377,1,3 Pedestrian,2 Female,60+,72,1,2 Serious,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200242029,Harrow,29,51.60989777,-0.35205417,514208,191404,1,3 Pedestrian,1 Male,60+,81,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200242041,Brent,28,51.5788443,-0.32647777,516058,187991,1,1 Driver/Rider,1 Male,60+,67,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200242054,Bromley,19,51.41016203,0.02785527,541128,169855,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200242100,Bexley,18,51.46684536,0.14403988,549023,176388,2,2 Passenger,2 Female,60+,70,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200242128,Richmond-Upon-Thames,24,51.43302563,-0.35203976,514652,171735,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200242179,Hillingdon,26,51.49462407,-0.43204874,508944,178463,1,1 Driver/Rider,1 Male,60+,63,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200242329,Kingston-Upon-Thames,23,51.3916921,-0.29831558,518493,167224,1,3 Pedestrian,2 Female,60+,75,1,2 Serious,04 Crossing Road Within 50M Xing,2 From Drivers N/Side Msk,1 Pedestrian
1200242396,Waltham Forest,13,51.60038278,-0.01079832,537865,190934,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200242482,Croydon,20,51.40508332,-0.12004712,530857,169016,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200242510,Brent,28,51.56196759,-0.22078113,523427,186287,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200242513,Camden,2,51.52627248,-0.13374371,529561,182468,1,3 Pedestrian,2 Female,60+,74,1,3 Slight,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200242517,Merton,22,51.40066175,-0.16912396,527456,168438,1,1 Driver/Rider,1 Male,60+,67,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200242580,Islington,3,51.52035078,-0.08548092,532926,181896,1,1 Driver/Rider,1 Male,60+,62,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200242644,Newham,17,51.51440741,0.05933421,542991,181508,1,1 Driver/Rider,1 Male,60+,61,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200242652,Waltham Forest,13,51.56881387,-0.03073254,536579,187386,1,3 Pedestrian,1 Male,60+,71,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200242710,Hammersmith & Fulham,11,51.49642952,-0.21960402,523686,179001,2,1 Driver/Rider,1 Male,60+,69,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200242875,Hounslow,25,51.4779044,-0.40387799,510940,176646,1,1 Driver/Rider,1 Male,60+,66,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200242896,Tower Hamlets,5,51.50895437,-0.07324838,533808,180651,1,1 Driver/Rider,1 Male,60+,60,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200242910,Merton,22,51.38861978,-0.20980608,524659,167029,1,1 Driver/Rider,2 Female,60+,75,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200242918,Westminster,1,51.51570368,-0.1637947,527506,181240,1,3 Pedestrian,1 Male,60+,65,1,3 Slight,04 Crossing Road Within 50M Xing,2 From Drivers N/Side Msk,1 Pedestrian
1200243004,Redbridge,14,51.57524644,0.0688799,543462,188292,1,1 Driver/Rider,1 Male,60+,66,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,9 Private Hire
1200243005,Merton,22,51.42060893,-0.15999916,528035,170672,1,1 Driver/Rider,1 Male,60+,63,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243007,Redbridge,14,51.61098304,0.11384974,546463,192355,1,3 Pedestrian,2 Female,60+,71,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200243017,Westminster,1,51.48521443,-0.1373081,529430,177896,1,3 Pedestrian,2 Female,60+,73,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200243043,Islington,3,51.55788671,-0.11940794,530465,186009,1,2 Passenger,1 Male,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200243048,Barking & Dagenham,16,51.54545555,0.09410958,545305,185029,1,1 Driver/Rider,1 Male,60+,72,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243061,Camden,2,51.55117445,-0.18426202,525988,185149,2,3 Pedestrian,1 Male,60+,64,1,3 Slight,08 In Centre Of Carriageway,3 From Drivers O/Side,1 Pedestrian
1200243063,Wandsworth,10,51.45205165,-0.19788462,525315,174103,1,1 Driver/Rider,1 Male,60+,67,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243093,Newham,17,51.55253313,0.04670254,541996,185723,1,3 Pedestrian,2 Female,60+,62,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200243118,Wandsworth,10,51.45515526,-0.19269572,525667,174457,1,1 Driver/Rider,1 Male,60+,64,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200243124,Ealing,27,51.51529793,-0.33742651,515460,180907,2,3 Pedestrian,1 Male,60+,72,1,3 Slight,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200243167,Croydon,20,51.33873472,-0.1167044,531279,161644,1,1 Driver/Rider,1 Male,60+,74,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243232,Redbridge,14,51.60520782,0.0989086,545447,191683,1,3 Pedestrian,1 Male,60+,77,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200243278,Enfield,32,51.6165489,-0.08743122,532511,192590,1,2 Passenger,2 Female,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243328,Southwark,8,51.50439013,-0.10439278,531660,180087,1,3 Pedestrian,2 Female,60+,72,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200243330,Bexley,18,51.44030721,0.11781554,547287,173384,3,1 Driver/Rider,2 Female,60+,64,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243376,Haringey,31,51.5933192,-0.0983542,531822,189987,1,1 Driver/Rider,1 Male,60+,82,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243392,Lewisham,7,51.45580718,-0.03643648,536521,174809,1,3 Pedestrian,2 Female,60+,63,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200243429,Lambeth,9,51.48378149,-0.11684214,530855,177773,1,1 Driver/Rider,2 Female,60+,75,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243442,Croydon,20,51.31075112,-0.12866883,530525,158511,1,3 Pedestrian,2 Female,60+,64,1,2 Serious,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200243483,Richmond-Upon-Thames,24,51.46769069,-0.28614577,519142,175695,1,1 Driver/Rider,2 Female,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200243512,Kingston-Upon-Thames,23,51.40898589,-0.30518043,517971,169136,1,1 Driver/Rider,1 Male,60+,69,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200243526,Havering,15,51.5628016,0.21799409,553836,187211,1,3 Pedestrian,2 Female,60+,67,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200243562,Haringey,31,51.58594897,-0.14690359,528480,189081,1,3 Pedestrian,1 Male,60+,61,1,2 Serious,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200243567,Ealing,27,51.51342845,-0.24907694,521595,180842,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243617,Haringey,31,51.57845584,-0.07309657,533615,188380,2,1 Driver/Rider,1 Male,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243652,Enfield,32,51.67067017,-0.04080999,535577,198694,1,1 Driver/Rider,2 Female,60+,68,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243731,Barnet,30,51.57614297,-0.21801905,523580,187868,1,1 Driver/Rider,1 Male,60+,61,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243822,Hackney,4,51.55081307,-0.05137245,535202,185346,1,1 Driver/Rider,1 Male,60+,75,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200243838,Hackney,4,51.55449139,-0.06823747,534022,185724,1,3 Pedestrian,1 Male,60+,68,1,3 Slight,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200243898,Barnet,30,51.58984327,-0.2218854,523275,189385,1,1 Driver/Rider,1 Male,60+,71,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200243898,Barnet,30,51.58984327,-0.2218854,523275,189385,2,2 Passenger,2 Female,60+,66,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200244023,Havering,15,51.61526535,0.21665068,553566,193042,1,3 Pedestrian,1 Male,60+,62,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200244024,Barking & Dagenham,16,51.53580596,0.08200127,544496,183932,1,2 Passenger,1 Male,60+,62,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200244123,Havering,15,51.5933893,0.22023365,553888,190617,1,1 Driver/Rider,1 Male,60+,61,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200244146,Bromley,19,51.37300455,0.08977885,545552,165844,1,2 Passenger,1 Male,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200244300,Hammersmith & Fulham,11,51.50416746,-0.21633397,523892,179867,1,1 Driver/Rider,'-1 Unknown,60+,62,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,7 Goods Vehicle
1200244372,Hackney,4,51.54976191,-0.07155315,533806,185192,1,1 Driver/Rider,2 Female,60+,62,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200244385,Barking & Dagenham,16,51.54018707,0.08241748,544511,184420,1,2 Passenger,2 Female,60+,60,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200244527,Redbridge,14,51.56020097,0.07908971,544217,186639,1,3 Pedestrian,2 Female,60+,66,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200244586,Enfield,32,51.64289442,-0.04687841,535240,195594,1,1 Driver/Rider,1 Male,60+,83,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200244606,Croydon,20,51.32002844,-0.14089225,529647,159521,2,2 Passenger,1 Male,60+,61,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200244635,Enfield,32,51.67102135,-0.04083822,535574,198733,1,1 Driver/Rider,2 Female,60+,61,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200244652,Islington,3,51.56639428,-0.13409205,529423,186929,1,2 Passenger,2 Female,60+,61,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200244694,Hounslow,25,51.46649055,-0.32381074,516529,175501,1,3 Pedestrian,1 Male,60+,88,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200244755,Kensington & Chelsea,12,51.49703931,-0.18604066,526014,179126,1,1 Driver/Rider,2 Female,60+,85,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200244819,Lewisham,7,51.47297662,-0.0527195,535339,176688,2,1 Driver/Rider,1 Male,60+,67,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200244835,Hammersmith & Fulham,11,51.49784194,-0.21668191,523885,179163,1,1 Driver/Rider,2 Female,60+,72,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200244895,Newham,17,51.53052752,0.0213354,540305,183227,2,1 Driver/Rider,1 Male,60+,74,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200244907,Haringey,31,51.58609924,-0.09122146,532337,189197,1,3 Pedestrian,2 Female,60+,60,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200244941,Haringey,31,51.58574227,-0.146912,528480,189058,1,3 Pedestrian,1 Male,60+,61,1,2 Serious,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200244948,Hillingdon,26,51.50418349,-0.45102804,507604,179498,1,1 Driver/Rider,1 Male,60+,68,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
